,Unnamed: 0,Unnamed: 0.1,Status,CRN,Type,Section,Time,Days,Location,Instructor,Course Number,Course Name,Number of Credits,geneds,loc,year,term,dept,YearTerm,Year,Term,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,GPA,size
11745,925385,925385,,,Online,P,03:30 PM - 04:50 PM,R,,"Campbell, W",ACE 360,Spreadsheet Models and Applications,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ACE/360.html,2021,spring,ACE,2021-sp,2021.0,Spring,ACE,360.0,Spreadsheet Models & Applic,ONL,7.0,11.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Campbell, William D",3.773,22.0
19757,933397,933397,UNKNOWN,40037.0,Online Lecture,2,02:00 PM - 03:20 PM,MW,,"Wright, M",BADM 300,The Legal Environment of Bus,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/BADM/300.html,2021,spring,BADM,2021-sp,2021.0,Spring,BADM,300.0,The Legal Environment of Bus,OLC,116.0,42.0,13.0,15.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,"Wright, Margaret",3.771,199.0
19904,933544,933544,"Registration Notes: Restricted to students with Junior, Senior, or Graduate class standing. Restricted to BS:Accountancy -UIUC, BS:Finance -UIUC, BS: Marketing - UIUC, BS: Inf Sys & Info Tech -UIUC, BS: Supply Chain Mgmt -UIUC, BS: Business Process Mgt -UIUC, BS: Management -UIUC, BS:Information Systems -UIUC, BS:Operations Management -UIUC, BS: Business Multi Majors-UIUC, MS: Finance Cost Rec -UIUC, MAS:Accountancy -UIUC, MS: Accy - Cost Rec -UIUC, or MBA:Bus Administration -UIUC.Section Info: Students are required to log in and use Compass2g (compass2g.illinois.edu) in order to complete this course.",,,,,,,,BADM 403,Corporate & Commercial Law,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/BADM/403.html,2021,spring,BADM,2021-sp,2021.0,Spring,BADM,403.0,Corporate & Commercial Law,ONL,34.0,12.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"Wright, Margaret",3.77,55.0
3323,916963,916963,UNKNOWN,70518.0,Online,IMB,ARRANGED -,,,"Dolgopolov, VEsfahani, H",ECON 529,Macroeconomics for Business,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ECON/529.html,2021,spring,ECON,2021-sp,2021.0,Spring,ECON,529.0,Macroeconomics for Business,ONL,138.0,434.0,112.0,65.0,44.0,14.0,15.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,"Esfahani, Hadi S",3.77,831.0
34220,947860,947860,UNKNOWN,69198.0,Online,LM,11:00 AM - 12:15 PM,TR,,"Marshall, L",AIS 101,Intro to Amer Indian Studies,3,"['USMC', 'HA']",data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AIS/101.html,2021,spring,AIS,2021-sp,2021.0,Spring,AIS,101.0,Intro to Amer Indian Studies,ONL,0.0,19.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Larkin-Gilmore, Juliet C",3.77,26.0
6170,919810,919810,UNKNOWN,51827.0,Online Lecture,1,05:00 PM - 07:40 PM,T,,"Fugler, JKim, ALi, Y",ARTD 326,Sustainability & Manufacturing,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTD/326.html,2021,spring,ARTD,2021-sp,2021.0,Spring,ARTD,326.0,Sustainability & Manufacturing,OLC,38.0,10.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"Fugler, Jessica",3.77,58.0
10082,923722,923722,UNKNOWN,70625.0,Online,A,ARRANGED -,,,"Smist, J",LEAD 140,Harnessing Your Interpersonal Intelligence,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LEAD/140.html,2021,spring,LEAD,2021-sp,2021.0,Spring,LEAD,140.0,Interpersonal Intelligence,ONL,13.0,29.0,6.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Johnson, Curtis",3.769,59.0
29906,943546,943546,UNKNOWN,72826.0,Online,S,03:30 PM - 04:50 PM,TR,,"Allison, J",SE 413,Engineering Design Optimization,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SE/413.html,2021,spring,SE,2021-sp,2021.0,Spring,SE,413.0,Engrg Design Optimization,ONL,2.0,21.0,7.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Allison, James",3.769,36.0
33734,947374,947374,UNKNOWN,72450.0,Online,ONL,ARRANGED -,,,"Kadayifci, FPan, Y",FSHN 422,Introduction to Personalized Nutrition,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/FSHN/422.html,2021,spring,FSHN,2021-sp,2021.0,Spring,FSHN,422.0,Intro Personalized Nutrition,ONL,10.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Pan, Yuan-Xiang",3.768,23.0
33842,947482,947482,UNKNOWN,33016.0,Online,A,01:00 PM - 02:20 PM,MW,,"Karduck, J",FSHN 329,Communication in Nutrition,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/FSHN/329.html,2021,spring,FSHN,2021-sp,2021.0,Spring,FSHN,329.0,Communication in Nutrition,ONL,19.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,"Karduck, Justine M",3.767,30.0
938,914578,914578,"Section Info: Topic: Harry Potter and More - When Harry Potter and the Philosopher’s Stone was published in June of 1997, it was largely regarded as a piece of children’s fiction about a ten-year-old orphan boy who discovers he has supernatural powers and goes off to Hogwarts School of Witchcraft and Wizardry. What then made the Harry Potter novels suddenly transform into a cultural phenomenon that captured the imaginations of both children and adults? Why have these novels become the backbone of a global literary empire? What is the magic behind Harry Potter?   In this course, we’ll explore the mythos of the Harry Potter novels and how they’re steeped in a rich tradition of British literature. We’ll focus on social justice and examine the political forces that led to the formation of fantasy literature as a separate genre in the UK and what makes British fantasy novels unique. Our excursion into fantasy literature will reveal how these tales became a covert way to explore the inequalities that the Industrial Revolution ignited; a rising entrepreneurial middle class and a permanent underclass held in place by rigid policies guided by genetic superiority that led to the Brexit vote of 2016. Our centerpiece this semester will be Harry Potter and his battle with the Dark Lord, Tom Marvolo Riddle representing two opposing views of the past, present and future of Britain—the alt-right vs. a progressive pluralistic society. Through these novels we’ll discuss a variety of subjects including social class, language, gender, identity politics, immigration policies, education, disability rights and technology.  Students will be expected to engage actively in in the classroom and to write three papers and give oral reports on the historical and political history of the novels we’re studying. Novels include: Harry Potter and the Philosopher’s Stone, Harry Potter and the Chamber of Secrets, Harry Potter and the Prisoner of Azkaban, Harry Potter and The Goblet of Fire, Harry Potter and the Order of the Phoenix, Harry Potter and the Half-Blood Prince and Harry Potter and The Deathly Hallows.",,,,,,,,ENGL 119,Literature of Fantasy,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ENGL/119.html,2021,spring,ENGL,2021-sp,2021.0,Spring,ENGL,119.0,Literature of Fantasy,ONL,5.0,11.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Baron, Iryce W",3.766,27.0
24280,937920,937920,UNKNOWN,54714.0,Online,A,09:30 AM - 10:50 AM,MW,,"Feng, LSowers, R",IE 525,Stochastic Calculus & Numerical Models in Finance,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IE/525.html,2021,spring,IE,2021-sp,2021.0,Spring,IE,525.0,Stochastics & Numerics in Fin,ONL,3.0,12.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feng, Liming",3.765,24.0
9180,922820,922820,UNKNOWN,69615.0,Online,ONC,ARRANGED -,,,"Abelson, J",ENG 471,Seminar Energy & Sustain Engrg,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ENG/471.html,2021,spring,ENG,2021-sp,2021.0,Spring,ENG,471.0,Seminar Energy & Sustain Engrg,ONL,3.0,17.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Abelson, John R",3.764,31.0
33582,947222,947222,UNKNOWN,37387.0,Online,A,08:00 AM - 09:50 AM,F,,"Throneburg, R",SHS 410,Stuttering: Theory & Practice,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SHS/410.html,2021,spring,SHS,2021-sp,2021.0,Spring,SHS,410.0,Stuttering: Theory & Practice,ONL,4.0,10.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Throneburg, Rebecca N",3.764,24.0
19781,933421,933421,UNKNOWN,31071.0,Online,A,12:30 PM - 01:50 PM,MW,,"Bruce, J",BADM 313,Strategic Human Resource Management,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/BADM/313.html,2021,spring,BADM,2021-sp,2021.0,Spring,BADM,313.0,Strategic Human Res Management,ONL,25.0,8.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Bruce, Joshua R",3.764,41.0
20771,934411,934411,,,Online,B1,ARRANGED -,,,"Flores, ATravis, L",PSYC 100,Intro Psych,4,['SBS'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/PSYC/100.html,2021,spring,PSYC,2021-sp,2021.0,Spring,PSYC,100.0,Intro Psych,OD,8.0,22.0,10.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hu, Yifan",3.762,49.0
34396,948036,948036,Credit: 4 hoursSection Info: Graduate student questions may be sent to ischool-advising@illinois.eduRestriction(s): Restricted to students in the Illinois Informatics Institute or Information Sciences department.Restricted to Graduate - Urbana-Champaign.,,,,,,,,IS 439,Web Development Using Application Framework,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IS/439.html,2021,spring,IS,2021-sp,2021.0,Spring,IS,439.0,Web Devel Using App Framwrk,ONL,2.0,12.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Trainor, Kevin",3.762,21.0
33233,946873,946873,UNKNOWN,71756.0,Online,A1,ARRANGED -,,,"Zhai, C",CS 510,Advanced Information Retrieval,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CS/510.html,2021,spring,CS,2021-sp,2021.0,Spring,CS,510.0,Advanced Information Retrieval,ONL,9.0,36.0,4.0,7.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Zhai, Chengxiang",3.762,63.0
11344,924984,924984,UNKNOWN,70339.0,Online,A,02:00 PM - 03:20 PM,TR,,"Miller, B",PS 370,Justice in the Law,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/PS/370.html,2021,spring,PS,2021-sp,2021.0,Spring,PS,370.0,Justice in the Law,ONL,46.0,17.0,16.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,"Miller, Benjamin M",3.761,89.0
8849,922489,922489,"Section Info: Students are required to log in and use https://publish.illinois.edu/bioe414-b/ in order complete this course. Although major restrictions will be lifted on January 6, the department will continue to have some seats reserved for BIOE majors through the 10th day of class. No overrides will be given.",,,,,,,,BIOE 414,Biomedical Instrumentation,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/BIOE/414.html,2021,spring,BIOE,2021-sp,2021.0,Spring,BIOE,414.0,Biomedical Instrumentation,ONL,19.0,15.0,9.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Reck, Rebecca M",3.761,53.0
12572,926212,926212,UNKNOWN,60851.0,Online,B1,ARRANGED -,,,"Manfroi, A",MATH 286,Intro to Differential Eq Plus,4,['QRB'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/MATH/286.html,2021,spring,MATH,2021-sp,2021.0,Spring,MATH,286.0,Intro to Differential Eq Plus,ONL,83.0,137.0,0.0,10.0,8.0,10.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,0.0,"Manfroi, Aldo J",3.76,263.0
7850,921490,921490,UNKNOWN,51223.0,Online,R2,11:00 AM - 12:20 PM,TR,,"Raskie, S",FIN 434,Employee Benefit Plans,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/FIN/434.html,2021,spring,FIN,2021-sp,2021.0,Spring,FIN,434.0,Employee Benefit Plans,ONL,0.0,39.0,18.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Raskie, Sterling",3.758,66.0
928,914568,914568,UNKNOWN,68287.0,Online,X,12:00 PM - 12:50 PM,MWF,,"Chatterjee, D",ENGL 115,Intro to British Literature,3,"['WCC', 'HA']",data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ENGL/115.html,2021,spring,ENGL,2021-sp,2021.0,Spring,ENGL,115.0,Intro to British Literature,ONL,1.0,14.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Chatterjee, Debayudh",3.758,22.0
2705,916345,916345,Section Info: Synchronous online lecture.,,,,,,,,UP 418,GIS for Planners,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/418.html,2021,spring,UP,2021-sp,2021.0,Spring,UP,418.0,GIS for Planners,OLC,10.0,5.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Fang, Fang",3.757,26.0
16246,929886,929886,UNKNOWN,72496.0,Online,A,01:30 PM - 02:50 PM,MW,,"Wang, T",GEOG 527,Geospatial Artificial Intelligence and Machine Learning,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/527.html,2021,spring,GEOG,2021-sp,2021.0,Spring,GEOG,527.0,Geospatial AI & Mach. Learning,ONL,0.0,22.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Wang, Xuantong",3.757,26.0
19769,933409,933409,UNKNOWN,54782.0,Online,C,11:00 AM - 12:20 PM,MW,,"Martinez, C",BADM 380,International Business,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/BADM/380.html,2021,spring,BADM,2021-sp,2021.0,Spring,BADM,380.0,International Business,ONL,0.0,22.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Martinez, Candace A",3.755,30.0
14533,928173,928173,UNKNOWN,39250.0,Online Lab,AB7,09:00 AM - 11:50 AM,W,,"Arias, LDolezal, AMurphree, M",IB 202,Physiology,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/202.html,2021,spring,IB,2021-sp,2021.0,Spring,IB,202.0,Physiology,OLC,0.0,126.0,0.0,0.0,29.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,"Dolezal, Adam G",3.755,159.0
10011,923651,923651,Section Info: Meets with Soc 450  This course will be partially synchronistic at the time and day(s) listed.Restriction(s): Restricted to students in the Sociology department.,,,,,,,,SOC 495,Senior Honors Seminar,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SOC/495.html,2021,spring,SOC,2021-sp,2021.0,Spring,SOC,495.0,Senior Honors Seminar,OLC,4.0,11.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Liao, Tim F",3.754,23.0
27722,941362,941362,UNKNOWN,67633.0,Online,A,ARRANGED -,,,"Taghaboni-Dutta, F",SBC 504,Managing Projects & Teams,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SBC/504.html,2021,spring,SBC,2021-sp,2021.0,Spring,SBC,504.0,Managing Projects & Teams,ONL,29.0,20.0,7.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Taghaboni-Dutta, Fataneh",3.754,69.0
30269,943909,943909,Section Info: Meets w/ENGL (CRN 69159 and MACS (CRN 69160) This course uses platform: Compass,,,,,,,,GWS 204,Gender in Gaming,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GWS/204.html,2021,spring,GWS,2021-sp,2021.0,Spring,GWS,204.0,Gender in Gaming,ONL,1.0,13.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Byrd, Jodi",3.753,27.0
369,914009,914009,UNKNOWN,72781.0,Online Discussion,AD2,03:00 PM - 03:50 PM,M,,"Dilger, A",ANSC 101,Contemporary Animal Issues,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ANSC/101.html,2021,spring,ANSC,2021-sp,2021.0,Spring,ANSC,101.0,Contemporary Animal Issues,OLC,54.0,93.0,0.0,0.0,21.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,"Dilger, Anna C",3.753,178.0
16286,929926,929926,UNKNOWN,41113.0,Online,A,01:00 PM - 02:50 PM,M,,"McLafferty, S",GEOG 371,Spatial Analysis,4,['QRB'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GEOG/371.html,2021,spring,GEOG,2021-sp,2021.0,Spring,GEOG,371.0,Spatial Analysis,ONL,2.0,15.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"McLafferty, Sara L",3.753,27.0
2591,916231,916231,,,,,,,,,LA 101,Introduction to Landscape Arch,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LA/101.html,2021,spring,LA,2021-sp,2021.0,Spring,LA,101.0,Introduction to Landscape Arch,LEC,19.0,5.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hays, David L",3.75,32.0
34515,948155,948155,Registration Notes: Restricted to Information Management major(s). Restricted to Graduate - Urbana-Champaign.Section Info: Required core course for MS/IM students.  Graduate student questions may be sent to ischool-advising@illinois.edu,,,,,,,,IS 504,Sociotechnical Information Systems,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IS/504.html,2021,spring,IS,2021-sp,2021.0,Spring,IS,504.0,Sociotechnical Info Systems,ONL,4.0,10.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Darch, Peter T",3.75,24.0
620,914260,914260,"Registration Notes: Restricted to students with Sophomore, Junior, or Senior class standing.Section Info: Please note:  This section will have synchronous (live) sessions, to be held during the scheduled class day/time listed in Course Explorer.",,,,,,,,ADV 305,"Digital Advertising Content, Technologies and Concepts",3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ADV/305.html,2021,spring,ADV,2021-sp,2021.0,Spring,ADV,305.0,Digital ADV Content,ONL,21.0,39.0,7.0,4.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"Fisher, Jacob T",3.75,80.0
1115,914755,914755,"Section Title: Mexican CinemaSection Info: This course explores how Mexican cinema has contributed to constructing, representing and resisting the idea of Mexican national identity from silent film to the contemporary period. We will analyze canonical, landmark films and a few experimental works as they engage with nation-building and visualizing mexicanidad.Students are required to log in and use Compass2g (compass2g.illinois.edu) in order to complete this course.",,,,,,,,SPAN 326,Latin America Cultural Studies II,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SPAN/326.html,2021,spring,SPAN,2021-sp,2021.0,Spring,SPAN,326.0,Mexican Cinema,OLC,5.0,13.0,12.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Fornoff, Carolyn H",3.749,33.0
21693,935333,935333,UNKNOWN,34061.0,Online Lecture,AL1,ARRANGED -,,,"Asaka, I",HIST 171,US History to 1877,3,"['USMC', 'HA']",data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/HIST/171.html,2021,spring,HIST,2021-sp,2021.0,Spring,HIST,171.0,US History to 1877,OD,3.0,14.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Toups, Eric J",3.747,25.0
8450,922090,922090,UNKNOWN,44466.0,Lecture-Discussion,L,11:00 AM - 12:20 PM,MW,3041 Business Instructional Fac,"Manouchehri Irani, R",FIN 461,Banking and Financial Regulation,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/FIN/461.html,2021,spring,FIN,2021-sp,2021.0,Spring,FIN,461.0,Banking and Financial Reg,ONL,0.0,14.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Manouchehri Ira, Rustom D",3.747,51.0
13703,927343,927343,UNKNOWN,64134.0,Online,ONL,02:00 PM - 03:20 PM,T,,"Deutsch, R",ARCH 501,Architectural Practice,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARCH/501.html,2021,spring,ARCH,2021-sp,2021.0,Spring,ARCH,501.0,Architectural Practice,ONL,10.0,22.0,18.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Deutsch, Randall",3.747,63.0
1879,915519,915519,UNKNOWN,34770.0,Online Lecture,AE1,12:30 PM - 01:50 PM,T,,"Uddin, R",NPRE 480,Energy and Security,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/NPRE/480.html,2021,spring,NPRE,2021-sp,2021.0,Spring,NPRE,480.0,Energy and Security,OLC,5.0,8.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Uddin, Rizwan",3.746,25.0
28772,942412,942412,UNKNOWN,71179.0,Online Lecture,1,ARRANGED -,,,"Bishop, K",ANTH 105,World Archaeology,3,['HA'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ANTH/105.html,2021,spring,ANTH,2021-sp,2021.0,Spring,ANTH,105.0,World Archaeology,OLC,13.0,15.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bishop, Katelyn J",3.746,38.0
34269,947909,947909,UNKNOWN,71662.0,Online,AO,07:00 PM - 08:55 PM,M,,"Oliver, M",IS 521,Digital Libraries,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IS/521.html,2021,spring,IS,2021-sp,2021.0,Spring,IS,521.0,Digital Libraries,ONL,0.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Oliver, Megan A",3.746,21.0
7556,921196,921196,UNKNOWN,67611.0,Online,DB2,ARRANGED -,,,"Hecht, G",ACCY 503,Managerial Accounting,2;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ACCY/503.html,2021,spring,ACCY,2021-sp,2021.0,Spring,ACCY,503.0,Managerial Accounting B,ONL,29.0,108.0,26.0,15.0,14.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,"Hecht, Gary W",3.745,201.0
8994,922634,922634,"Registration Notes: Restricted to Graduate - Urbana-Champaign.Section Info: For up-to-date information about statistics course registration, please see our registration update pages: go.illinois.edu/StatisticsRegistration.  Introduction to statistical methods used in the analysis of genomic data. Methods are organized around data types commonly found in biological experiments, such as genotype data, gene expression levels, histone modifications, and microbiome data. Emphasis on statistical understanding. Practical implementation will be illustrated in R.  Prerequisites: STAT 410, STAT 420, thorough knowledge of R.",,,,,,,,CHBE 571,Bioinformatics,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CHBE/571.html,2021,spring,CHBE,2021-sp,2021.0,Spring,CHBE,571.0,Bioinformatics,OLC,23.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"Zhao, Sihai D",3.745,34.0
24899,938539,938539,UNKNOWN,39201.0,Online,AL,ARRANGED -,,,"Leveritt, J",CHEM 108,"Chemistry, Everyday Phenomena",3,['NST'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CHEM/108.html,2021,spring,CHEM,2021-sp,2021.0,Spring,CHEM,108.0,"Chemistry, Everyday Phenomena",ONL,19.0,16.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"Leveritt, John M",3.744,47.0
30426,944066,944066,UNKNOWN,65692.0,Online,A,06:30 PM - 08:50 PM,M,,"Fairbanks, S",MUS 434,Assessment and Evaluation in Music Education,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/MUS/434.html,2021,spring,MUS,2021-sp,2021.0,Spring,MUS,434.0,Assessment/Eval in Music Ed,ONL,0.0,29.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Fairbanks, Stephen T",3.744,39.0
29747,943387,943387,Section Info: Makeup classes (for labs and/or lectures) may be scheduled for meetings as necessary depending on possible scheduling interruptions.Restriction(s): Restricted to Graduate - Urbana-Champaign.,,,,,,,,SE 423,Mechatronics,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SE/423.html,2021,spring,SE,2021-sp,2021.0,Spring,SE,423.0,Mechatronics,OLC,4.0,28.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,"Block, Daniel J",3.742,40.0
27499,941139,941139,UNKNOWN,64236.0,Online Lecture,A,10:00 AM - 11:50 AM,MW,,"Cardenas Gonzalez, N",IHLT 232,Health Disparities in the U.S.,3,['USMC'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IHLT/232.html,2021,spring,IHLT,2021-sp,2021.0,Spring,IHLT,232.0,Health Disparities in the U.S.,OLC,17.0,12.0,2.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cardenas Gonzal, Nancy D",3.742,40.0
28893,942533,942533,Credit: 3 hoursSection Info: Undergraduate SectionRestriction(s): Restricted to Undergrad - Urbana-Champaign.,,,,,,,,PHIL 430,Theory of Knowledge,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/PHIL/430.html,2021,spring,PHIL,2021-sp,2021.0,Spring,PHIL,430.0,Theory of Knowledge,OLC,1.0,20.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Livengood, Jonathan M",3.741,27.0
31988,945628,945628,,,,,,,,,CS 210,Ethical & Professional Issues,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CS/210.html,2021,spring,CS,2021-sp,2021.0,Spring,CS,210.0,Ethical & Professional Issues,OLC,4.0,89.0,3.0,6.0,8.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,"Cunningham, Ryan M",3.74,118.0
16666,930306,930306,UNKNOWN,34323.0,Online,OLA,ARRANGED -,,,"Hu, MZhang, J",EPSY 480,Educational Statistics,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/480.html,2021,spring,EPSY,2021-sp,2021.0,Spring,EPSY,480.0,Educational Statistics,ONL,0.0,28.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Hu, Mingqi",3.739,37.0
